"p","wallShearStress:0","wallShearStress:1","wallShearStress:2","Points:0","Points:1","Points:2"
-2763.7,-41.21,8.0655,8.5518e-17,0.69582,0.066299,0.16154
-2654,-40.614,7.9477,6.6608e-17,0.70373,0.064744,0.16154
-2544.7,-40.156,7.8585,6.6768e-17,0.71181,0.063141,0.16154
-2444.4,-39.692,7.7675,9.5302e-17,0.72007,0.061493,0.16154
-2343.9,-39.23,7.6739,6.8883e-17,0.7285,0.0598,0.16154
-2211.8,-38.368,7.6133,6.6526e-17,0.73709,0.058064,0.16154
-2106.5,-37.684,7.4812,6.8657e-17,0.74582,0.056289,0.16154
-1977.9,-36.943,7.3317,9.8382e-17,0.75469,0.054479,0.16154
-1775.6,-35.928,7.1342,8.2778e-17,0.77273,0.05077,0.16154
-1337.6,-33.648,6.7259,5.0389e-17,0.80935,0.043163,0.16154
-1207.8,-32.919,6.6185,5.1726e-17,0.82144,0.040636,0.16154
-1072.9,-32.137,6.4692,4.1504e-17,0.8333,0.038155,0.16154
-1003.7,-31.774,6.392,4.6951e-17,0.83911,0.03694,0.16154
-936.19,-31.487,6.3373,6.2202e-17,0.84481,0.035749,0.16154
-875.4,-31.068,6.2496,4.252e-17,0.85038,0.034584,0.16154
-811.88,-30.841,6.2047,4.076e-17,0.85582,0.033449,0.16154
-743.75,-30.366,6.1521,4.8292e-17,0.8611,0.032349,0.16154
-702.53,-30.188,6.1111,5.1159e-17,0.86622,0.031285,0.16154
-633.88,-29.763,6.0279,6.2279e-17,0.87117,0.03026,0.16154
-594.55,-29.558,5.9852,5.555e-17,0.87593,0.029276,0.16154
-526.47,-29.161,5.909,5.1092e-17,0.88049,0.028335,0.16154
-486.33,-28.912,5.8549,5.689e-17,0.88486,0.027438,0.16154
-443.57,-28.632,5.7967,5.1668e-17,0.88904,0.026586,0.16154
-400.95,-28.567,5.785,5.1263e-17,0.89301,0.025777,0.16154
-359.54,-28.056,5.786,5.4386e-17,0.89678,0.025012,0.16154
-306.44,-27.607,5.699,6.0665e-17,0.90036,0.02429,0.16154
-281.77,-27.473,5.6694,5.8632e-17,0.90376,0.023609,0.16154
-235.67,-27.145,5.6021,5.4657e-17,0.90697,0.022967,0.16154
-185.13,-26.85,5.5443,5.3475e-17,0.91002,0.022362,0.16154
-162.16,-26.776,5.5279,5.442e-17,0.9129,0.021791,0.16154
-141.96,-26.65,5.5002,5.3126e-17,0.91563,0.021253,0.16154
-99.523,-26.306,5.4316,5.2229e-17,0.91822,0.020743,0.16154
-73.454,-26.31,5.4349,5.299e-17,0.92068,0.020259,0.16154
-54.764,-26.315,5.4324,5.2079e-17,0.92302,0.019798,0.16154
-27.71,-25.93,5.5535,5.2421e-17,0.92742,0.018931,0.16154
50.189,-25.114,5.4178,5.2479e-17,0.93151,0.018117,0.16154
132.46,-24.569,5.2988,5.1687e-17,0.93541,0.017328,0.16154
267,-23.794,5.1366,4.7939e-17,0.94553,0.015165,0.16154
315.99,-23.898,5.1537,5.0601e-17,0.95081,0.013962,0.16154
432.79,-21.662,5.2032,4.6749e-17,0.95637,0.01264,0.16154
549.94,-20.952,5.0403,4.6981e-17,0.96223,0.011195,0.16154
667.76,-20.298,4.8837,4.3811e-17,0.96827,0.00965,0.16154
720.51,-18.518,5.4417,7.5453e-17,0.97434,0.008047,0.16154
978.85,-16.53,4.8867,5.6443e-17,0.98023,0.006438,0.16154
1132.7,-10.331,3.1377,3.6441e-17,0.9844,0.005266,0.16154
1199.5,-6.9847,2.3048,2.4886e-17,0.98825,0.004152,0.16154
1332.1,-3.1579,1.04,1.3026e-17,0.99003,0.003626,0.16154
1332.1,-3.1579,1.04,1.3026e-17,0.99169,0.003124,0.16154
1402.5,-2.062,0.67888,9.1806e-18,0.99323,0.00265,0.16154
1447,-1.4332,0.45712,5.7087e-18,0.99464,0.002206,0.16154
1506.6,-1.3905,0.41503,3.8195e-18,0.99589,0.001795,0.16154
1506.6,-1.3905,0.41503,3.8195e-18,0.997,0.001419,0.16154
1506.6,-1.3905,0.41503,3.8195e-18,0.99794,0.001081,0.16154
1506.6,-1.3905,0.41503,3.8195e-18,0.99871,0.000782,0.16154
1560.2,-0.98093,0.32321,3.9418e-18,0.9993,0.000524,0.16154
1560.2,-0.98093,0.32321,3.9418e-18,0.99972,0.000307,0.16154
1560.2,-0.98093,0.32321,3.9418e-18,0.99986,0.000215,0.16154
1560.2,-0.98093,0.32321,3.9418e-18,0.99995,0.000133,0.16154
1560.2,-0.98093,0.32321,3.9418e-18,0.99986,-9.1e-05,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.99972,-0.000121,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.99953,-0.000141,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.99902,-0.000153,0.17308
1506.6,-1.3905,0.41503,3.8195e-18,0.99833,-0.000127,0.17308
1506.6,-1.3905,0.41503,3.8195e-18,0.99745,-6.7e-05,0.17308
1506.6,-1.3905,0.41503,3.8195e-18,0.99641,2.6e-05,0.17308
1447,-1.4332,0.45712,5.7087e-18,0.99521,0.000147,0.17308
1447,-1.4332,0.45712,5.7087e-18,0.99385,0.000294,0.17308
1402.5,-2.062,0.67888,9.1806e-18,0.99234,0.000463,0.17308
1332.1,-3.1579,1.04,1.3026e-17,0.99069,0.000652,0.17308
1270.5,-4.8988,1.6401,1.9379e-17,0.98891,0.000855,0.17308
1199.5,-6.9847,2.3048,2.4886e-17,0.98701,0.00107,0.17308
1132.7,-10.331,3.1377,3.6441e-17,0.98291,0.00152,0.17308
978.85,-16.53,4.8867,5.6443e-17,0.97845,0.001973,0.17308
2671.9,-27.716,1.9428,8.5853e-17,0.97212,0.002535,0.17308
2809.8,-24.87,1.425,7.7042e-17,0.96553,0.003005,0.17308
2749.5,-25.354,0.76078,6.0046e-17,0.95885,0.003359,0.17308
2765.6,-25.224,0.75347,7.0979e-17,0.95222,0.003602,0.17308
2799.9,-24.773,0.73921,7.8984e-17,0.94572,0.003754,0.17308
2866.6,-22.268,0.034147,6.6117e-17,0.9394,0.00384,0.17308
2813.1,-23.138,-0.15141,6.2594e-17,0.93326,0.00388,0.17308
2796.3,-23.407,-0.15562,7.0583e-17,0.92727,0.003887,0.17308
2803.2,-23.354,-0.15769,6.3973e-17,0.91553,0.003811,0.17308
2831.2,-22.937,-0.16525,5.0094e-17,0.90963,0.003724,0.17308
2811.2,-21.748,-0.86858,4.9533e-17,0.90363,0.003595,0.17308
2764.8,-22.273,-0.89624,7.2266e-17,0.89743,0.003419,0.17308
2734.3,-22.498,-0.90563,6.535e-17,0.89098,0.003189,0.17308
2717.3,-22.64,-0.91235,5.8088e-17,0.88424,0.002898,0.17308
2704.3,-22.826,-0.9202,6.3347e-17,0.8772,0.002545,0.17308
2722.1,-22.416,-0.91792,5.8493e-17,0.86985,0.002128,0.17308
2662.2,-21.823,-1.5277,7.3011e-17,0.86221,0.001649,0.17308
2603.4,-22.38,-1.5687,5.3547e-17,0.85429,0.001109,0.17308
2561.5,-22.8,-1.5978,6.0261e-17,0.84609,0.000509,0.17308
2524.6,-23.12,-1.623,4.5063e-17,0.83764,-0.000149,0.17308
2510.9,-23.117,-1.6227,3.8198e-17,0.82895,-0.000862,0.17308
2454,-22.436,-2.178,5.4651e-17,0.82003,-0.00163,0.17308
2381.2,-23.154,-2.251,4.329e-17,0.8109,-0.002448,0.17308
2307.1,-23.838,-2.3162,7.1874e-17,0.8016,-0.003316,0.17308
2252.9,-24.247,-2.3575,5.4235e-17,0.79213,-0.00423,0.17308
2219.7,-24.333,-2.368,3.5573e-17,0.78253,-0.005188,0.17308
2153.1,-23.733,-2.855,5.4365e-17,0.77283,-0.006188,0.17308
1960,-25.375,-3.0584,4.6918e-17,0.75322,-0.008306,0.17308
1835.9,-26.19,-3.1588,3.9371e-17,0.73358,-0.010572,0.17308
1642.6,-26.608,-3.7154,6.3055e-17,0.71417,-0.012976,0.17308
1538.4,-27.381,-3.8251,1.0052e-16,0.70463,-0.014223,0.17308
1440.5,-28.021,-3.9131,6.438e-17,0.69521,-0.015497,0.17308
1375.4,-28.402,-3.9662,5.6016e-17,0.68593,-0.016794,0.17308
1309.4,-28.645,-4.01,4.6911e-17,0.6768,-0.018111,0.17308
1187.5,-28.839,-4.444,3.9542e-17,0.66782,-0.019443,0.17308
1084.2,-29.6,-4.5645,5.7368e-17,0.65899,-0.020787,0.17308
990.4,-30.153,-4.6509,4.5736e-17,0.65031,-0.022138,0.17308
864.85,-31.017,-4.7837,4.9541e-17,0.64178,-0.023495,0.17308
778.34,-31.481,-4.8563,5.1666e-17,0.63338,-0.024852,0.17308
701.7,-31.897,-4.9235,5.8145e-17,0.62509,-0.026208,0.17308
455.5,-32.867,-5.3589,4.8983e-17,0.60882,-0.028907,0.17308
229.44,-34.423,-5.6147,5.4116e-17,0.59284,-0.031582,0.17308
10.361,-35.681,-5.8213,5.1245e-17,0.57698,-0.034237,0.17308
-223.2,-36.792,-6.0751,4.871e-17,0.56107,-0.036887,0.17308
-510.47,-38.753,-6.401,5.0749e-17,0.54495,-0.03955,0.17308
-647.88,-39.541,-6.5276,4.1906e-17,0.53675,-0.040894,0.17308
-794.89,-40.269,-6.645,3.9014e-17,0.52844,-0.042248,0.17308
-940.74,-41.118,-6.7909,5.1728e-17,0.52,-0.043615,0.17308
-1138.1,-43.005,-6.8163,3.9546e-17,0.51141,-0.044995,0.17308
-1260.2,-43.454,-6.8875,3.6225e-17,0.50266,-0.046389,0.17308
-1436.5,-44.491,-7.051,3.3943e-17,0.49374,-0.047794,0.17308
-1600.4,-45.541,-7.2157,3.3048e-17,0.48464,-0.049209,0.17308
-1826.6,-46.769,-7.4133,2.3869e-17,0.47536,-0.05063,0.17308
-2102.5,-48.34,-7.6544,3.5548e-17,0.46589,-0.052051,0.17308
-2297.9,-50.968,-7.0808,3.5176e-17,0.45624,-0.053465,0.17308
-2443,-51.546,-7.1554,2.8904e-17,0.4464,-0.054865,0.17308
-2640.5,-52.77,-7.3226,5.6148e-17,0.4364,-0.05624,0.17308
-2915.1,-54.288,-7.5308,4.571e-17,0.42623,-0.057581,0.17308
-3385.1,-57.666,-7.9645,6.2786e-17,0.41592,-0.058876,0.17308
-3517.1,-61.206,-6.2139,7.0214e-18,0.40547,-0.060114,0.17308
-3538.9,-60.517,-6.1393,4.2961e-17,0.3949,-0.061284,0.17308
-3760.1,-61.83,-6.2673,2.4286e-17,0.38424,-0.062374,0.17308
-4088.1,-63.749,-6.4535,1.1022e-17,0.3735,-0.063374,0.17308
-4678.3,-73.616,-4.1881,-7.0579e-18,0.3627,-0.064274,0.17308
-4374.7,-69.322,-3.7409,-1.846e-18,0.35186,-0.065064,0.17308
-4431.1,-69.256,-3.7266,-8.9891e-18,0.34102,-0.065735,0.17308
-4638.9,-70.424,-3.7832,5.4875e-18,0.33018,-0.066282,0.17308
-5628.3,-79.237,-4.0856,-8.4311e-18,0.31937,-0.0667,0.17308
-4935.6,-76.705,-0.016408,-1.291e-17,0.30862,-0.066984,0.17308
-4750.1,-74.818,-0.0019644,-2.6302e-17,0.29795,-0.067134,0.17308
-4826.8,-75.178,0.0053984,-2.5024e-17,0.28737,-0.067151,0.17308
-5477.8,-81.173,0.084691,-2.0907e-17,0.27692,-0.067039,0.17308
-4963.8,-80.097,3.9858,-1.6046e-17,0.26659,-0.066803,0.17308
-4688.2,-77.818,3.8849,-2.9156e-17,0.25642,-0.066447,0.17308
-4640.6,-77.307,3.8643,-1.1115e-17,0.2464,-0.065979,0.17308
-4810.7,-78.65,3.9528,-2.0135e-17,0.23655,-0.065404,0.17308
-4779.5,-82.171,7.5833,-1.6677e-17,0.22687,-0.064728,0.17308
-4396,-79.025,7.302,-3.4048e-17,0.21735,-0.063959,0.17308
-4272.9,-78.235,7.2411,-4.099e-17,0.20801,-0.063102,0.17308
-4366,-79.097,7.3245,-2.9817e-17,0.19883,-0.062163,0.17308
-4522.7,-84.433,11.072,-2.5396e-17,0.18982,-0.06115,0.17308
-4013.2,-79.769,10.47,5.0907e-18,0.18096,-0.060068,0.17308
-3851.7,-78.655,10.336,2.8807e-18,0.17227,-0.058921,0.17308
-3863.2,-79.025,10.391,3.1004e-17,0.16373,-0.057716,0.17308
-4521.6,-85.324,11.957,2.1054e-17,0.15533,-0.056456,0.17308
-3652.4,-81.273,13.952,5.2778e-18,0.14708,-0.055144,0.17308
-3361.4,-79.376,13.646,3.2151e-17,0.13898,-0.053784,0.17308
-3314,-79.185,13.616,1.137e-17,0.13101,-0.052376,0.17308
-3478.7,-81.029,13.975,2.2255e-17,0.12319,-0.050921,0.17308
-3293.2,-83.458,18.065,4.3482e-17,0.11551,-0.049418,0.17308
-2808.1,-79.597,17.259,1.0631e-17,0.10799,-0.047868,0.17308
-2720.5,-79.715,17.305,2.6346e-17,0.10061,-0.046268,0.17308
-2906.2,-81.878,17.834,4.8966e-17,0.093405,-0.044617,0.17308
-2807.8,-85.157,23.183,2.2532e-17,0.086366,-0.042915,0.17308
-2163.8,-80.091,21.833,4.4434e-17,0.07951,-0.041161,0.17308
-1981,-79.241,21.616,4.2395e-17,0.072847,-0.039354,0.17308
-1968.6,-79.821,21.798,8.2813e-17,0.066392,-0.037498,0.17308
-1943.8,-85.292,29.569,7.8098e-17,0.06016,-0.035593,0.17308
-1194.8,-79.24,27.535,7.0764e-17,0.054167,-0.033644,0.17308
-932.66,-78.125,27.172,8.3357e-17,0.048432,-0.031656,0.17308
-886.79,-78.539,27.371,8.6722e-17,0.042974,-0.029639,0.17308
-943.99,-87.73,39.869,8.1485e-17,0.037813,-0.027602,0.17308
281.26,-75.823,34.56,8.216e-17,0.03297,-0.025557,0.17308
655.23,-73.747,33.643,9.2425e-17,0.028466,-0.023517,0.17308
432.79,-76.618,35.233,9.0778e-17,0.024316,-0.021497,0.17308
689.64,-82.855,50.303,1.0823e-16,0.020536,-0.019514,0.17308
2404,-68.582,43.618,9.6696e-17,0.017133,-0.017582,0.17308
2899.3,-65.903,41.977,1.2839e-16,0.014111,-0.015717,0.17308
3081.2,-66.503,42.695,1.7416e-16,0.011465,-0.013935,0.17308
3015.9,-67.347,48.012,2.2668e-16,0.009182,-0.012249,0.17308
4084.5,-61.632,53.973,1.9755e-16,0.007239,-0.010673,0.17308
5079.7,-53.867,53.571,1.6789e-16,0.005606,-0.009217,0.17308
5079.7,-53.867,53.571,1.6789e-16,0.004249,-0.007884,0.17308
6238.2,-44.749,53.675,4.2758e-16,0.003131,-0.006675,0.17308
7635.9,-32.403,50.932,5.4129e-16,0.002219,-0.005578,0.17308
7635.9,-32.403,50.932,5.4129e-16,0.001485,-0.004573,0.17308
7635.9,-32.403,50.932,5.4129e-16,0.000907,-0.003625,0.17308
9072.1,-16.057,43.248,4.2008e-16,0.000475,-0.002693,0.17308
10374,-3.9124,29.439,2.46e-16,0.000183,-0.001728,0.17308
10374,-3.9124,29.439,2.46e-16,2.8e-05,-0.000689,0.17308
11062,0.12561,8.8456,1.0221e-16,9e-06,0.000461,0.17308
11062,0.12561,8.8456,1.0221e-16,0.000122,0.001742,0.17308
11171,-0.47096,-2.1597,4.7038e-17,0.000364,0.003158,0.17308
10964,-3.4324,-12.592,1.8311e-16,0.000728,0.004702,0.17308
10533,-7.9456,-21.759,2.2006e-16,0.001214,0.006361,0.17308
9826.1,-13.731,-28.157,7.57e-18,0.001826,0.008123,0.17308
9368.1,-16.635,-33.916,1.701e-16,0.002577,0.009979,0.17308
8651.2,-20.564,-41.055,6.5867e-17,0.003492,0.011933,0.17308
7606.4,-28.73,-49.856,1.632e-16,0.004603,0.013996,0.17308
6611.1,-37.679,-48.603,3.087e-16,0.005951,0.016187,0.17308
6615.2,-36.82,-46.961,2.7503e-16,0.007581,0.018528,0.17308
6158.4,-38.708,-49.272,2.3422e-16,0.009143,0.020554,0.17308
5408,-42.55,-54.067,2.0859e-16,0.010943,0.022703,0.17308
3605.5,-53.437,-66.375,2.4728e-16,0.013002,0.02498,0.17308
1877.7,-63.638,-58.529,1.7792e-16,0.015335,0.027387,0.17308
2644.2,-58.276,-52.923,1.7739e-16,0.017955,0.029922,0.17308
2131.8,-60.794,-55.073,1.6796e-16,0.020871,0.032576,0.17308
915.67,-67.019,-60.658,1.6936e-16,0.024086,0.035338,0.17308
-168.65,-75.238,-67.178,1.6361e-16,0.0276,0.038192,0.17308
-411.94,-72.612,-50.688,1.7546e-16,0.03141,0.041121,0.17308
-737.99,-74.042,-51.643,1.75e-16,0.035509,0.044105,0.17308
-1816.1,-79.394,-55.355,1.7133e-16,0.039886,0.047124,0.17308
-3388.7,-90.132,-62.036,1.5628e-16,0.04453,0.050157,0.17308
-2957.1,-81.982,-45.689,1.2199e-16,0.049424,0.053182,0.17308
-3358.2,-83.944,-46.75,1.8992e-16,0.05455,0.05618,0.17308
-4024.7,-87.691,-48.797,2.016e-16,0.059887,0.059133,0.17308
-5741.6,-99.202,-53.647,2.1822e-16,0.065413,0.062024,0.17308
-5033.4,-89.115,-40.244,1.4185e-16,0.071102,0.064842,0.17308
-5313.5,-90.381,-40.797,1.6552e-16,0.076931,0.067577,0.17308
-5781.8,-92.923,-41.916,5.8348e-17,0.082872,0.070224,0.17308
-6890.2,-101.55,-45.742,3.0848e-16,0.088902,0.072779,0.17308
-6896,-95.571,-35.183,2.0749e-16,0.095003,0.07524,0.17308
-6752.1,-94.155,-34.593,2.3075e-16,0.10115,0.077607,0.17308
-7673.5,-100.43,-36.88,9.731e-17,0.11356,0.08206,0.17308
-8053.6,-97.456,-28.823,1.6178e-16,0.12604,0.086156,0.17308
-8135.4,-98.134,-29.017,1.8067e-16,0.13854,0.089922,0.17308
-10303,-109.68,-27.908,1.1923e-16,0.15105,0.093394,0.17308
-8902.1,-98.06,-22.866,1.6666e-16,0.16358,0.096606,0.17308
-9489.6,-101.79,-23.648,4.66e-17,0.1791,0.10025,0.17308
-9717.8,-98.779,-17.294,6.7033e-17,0.19482,0.10357,0.17308
-9631.7,-98.887,-17.263,8.7798e-17,0.20281,0.10512,0.17308
-9927.9,-100.91,-17.605,2.4472e-17,0.21091,0.10658,0.17308
-10621,-106.11,-18.473,1.2019e-16,0.21914,0.10796,0.17308
-10405,-98.392,-11.567,1.132e-16,0.22753,0.10924,0.17308
-10146,-97.468,-11.438,1.1701e-16,0.2361,0.11043,0.17308
-10157,-96.541,-11.248,2.491e-17,0.24487,0.11151,0.17308
-10576,-100.95,-11.838,5.7891e-17,0.25385,0.11246,0.17308
-12060,-105.69,-7.2582,6.6512e-17,0.26307,0.1133,0.17308
-10452,-93.991,-5.5981,7.839e-17,0.27254,0.11399,0.17308
-10275,-95.641,-5.667,1.0397e-16,0.28227,0.11455,0.17308
-10440,-97.222,-5.7619,8.2656e-17,0.29227,0.11496,0.17308
-11253,-107.22,-6.1896,6.8987e-17,0.30254,0.11521,0.17308
-10337,-91.263,-0.018358,6.0964e-17,0.31308,0.11531,0.17308
-10008,-89.331,-0.0027277,7.121e-17,0.32389,0.11524,0.17308
-10031,-90.318,0.012593,8.1609e-17,0.33495,0.11501,0.17308
-11271,-97.114,5.0814,1.0373e-16,0.34624,0.11463,0.17308
-9571.7,-84.426,4.6918,1.0868e-16,0.35774,0.11409,0.17308
-9142.7,-82.068,4.5884,9.2014e-17,0.36942,0.1134,0.17308
-9061.1,-81.418,4.5821,7.1095e-17,0.38125,0.11258,0.17308
-9156.4,-81.267,7.8294,3.8143e-17,0.39319,0.11163,0.17308
-8383.4,-74.623,7.2619,6.092e-18,0.40519,0.11056,0.17308
-8010.9,-72.191,7.0293,5.8934e-17,0.41723,0.10939,0.17308
-7773.2,-70.418,9.0238,6.9328e-17,0.44125,0.10678,0.17308
-7222.7,-66.464,8.5077,6.0727e-17,0.45315,0.10537,0.17308
-6866.2,-64.591,8.2739,-5.0462e-18,0.46494,0.10391,0.17308
-6698.1,-64.277,8.2394,6.4711e-17,0.47659,0.10241,0.17308
-6754,-64.747,9.7196,6.004e-17,0.48806,0.10088,0.17308
-6203.8,-60.704,9.18,4.5794e-17,0.49935,0.099326,0.17308
-5903,-59.124,8.9421,7.0313e-17,0.51044,0.097759,0.17308
-5724.3,-58.466,8.8434,4.8083e-17,0.52133,0.096185,0.17308
-5612.5,-58.436,8.849,6.2606e-17,0.53202,0.094607,0.17308
-5379.6,-55.716,9.3983,1.0492e-16,0.54253,0.093026,0.17308
-5079.6,-54.209,9.1483,8.1628e-17,0.55289,0.091441,0.17308
-4724.8,-52.456,8.8556,8.0248e-17,0.57331,0.088234,0.17308
-4632.9,-52.577,9.1633,4.1955e-17,0.58476,0.086384,0.17308
-4318.5,-49.764,9.0221,1.935e-17,0.59629,0.08448,0.17308
-4097.5,-48.545,8.8033,5.1116e-17,0.60802,0.082498,0.17308
-3908.2,-47.723,8.6533,4.6754e-17,0.62006,0.080417,0.17308
-3826,-47.544,8.6228,9.3251e-17,0.62623,0.079332,0.17308
-3761.3,-47.294,8.5798,1.0288e-16,0.6325,0.078214,0.17308
-3632.9,-45.949,8.7248,4.234e-17,0.63891,0.07706,0.17308
-3516.4,-45.378,8.6175,3.8277e-17,0.64545,0.075869,0.17308
-3418.6,-44.837,8.5108,7.3843e-17,0.65214,0.074636,0.17308
-3289.8,-44.27,8.4054,6.6351e-17,0.65899,0.073361,0.17308
-3198.1,-43.824,8.3242,4.9244e-17,0.66601,0.072042,0.17308
-3098.8,-43.271,8.2191,9.3895e-17,0.67319,0.070677,0.17308
-3006.7,-42.932,8.1546,1.0643e-16,0.68056,0.069265,0.17308
-2887.7,-41.924,8.1977,8.5097e-17,0.6881,0.067806,0.17308
-2763.7,-41.21,8.0655,8.5518e-17,0.69582,0.066299,0.17308
-2654,-40.614,7.9477,6.6608e-17,0.70373,0.064744,0.17308
-2544.7,-40.156,7.8585,6.6768e-17,0.71181,0.063141,0.17308
-2444.4,-39.692,7.7675,9.5302e-17,0.72007,0.061493,0.17308
-2343.9,-39.23,7.6739,6.8883e-17,0.7285,0.0598,0.17308
-2211.8,-38.368,7.6133,6.6526e-17,0.73709,0.058064,0.17308
-2106.5,-37.684,7.4812,6.8657e-17,0.74582,0.056289,0.17308
-1977.9,-36.943,7.3317,9.8382e-17,0.75469,0.054479,0.17308
-1775.6,-35.928,7.1342,8.2778e-17,0.77273,0.05077,0.17308
-1337.6,-33.648,6.7259,5.0389e-17,0.80935,0.043163,0.17308
-1207.8,-32.919,6.6185,5.1726e-17,0.82144,0.040636,0.17308
-1072.9,-32.137,6.4692,4.1504e-17,0.8333,0.038155,0.17308
-1003.7,-31.774,6.392,4.6951e-17,0.83911,0.03694,0.17308
-936.19,-31.487,6.3373,6.2202e-17,0.84481,0.035749,0.17308
-875.4,-31.068,6.2496,4.252e-17,0.85038,0.034584,0.17308
-811.88,-30.841,6.2047,4.076e-17,0.85582,0.033449,0.17308
-743.75,-30.366,6.1521,4.8292e-17,0.8611,0.032349,0.17308
-702.53,-30.188,6.1111,5.1159e-17,0.86622,0.031285,0.17308
-633.88,-29.763,6.0279,6.2279e-17,0.87117,0.03026,0.17308
-594.55,-29.558,5.9852,5.555e-17,0.87593,0.029276,0.17308
-526.47,-29.161,5.909,5.1092e-17,0.88049,0.028335,0.17308
-486.33,-28.912,5.8549,5.689e-17,0.88486,0.027438,0.17308
-443.57,-28.632,5.7967,5.1668e-17,0.88904,0.026586,0.17308
-400.95,-28.567,5.785,5.1263e-17,0.89301,0.025777,0.17308
-359.54,-28.056,5.786,5.4386e-17,0.89678,0.025012,0.17308
-306.44,-27.607,5.699,6.0665e-17,0.90036,0.02429,0.17308
-281.77,-27.473,5.6694,5.8632e-17,0.90376,0.023609,0.17308
-235.67,-27.145,5.6021,5.4657e-17,0.90697,0.022967,0.17308
-185.13,-26.85,5.5443,5.3475e-17,0.91002,0.022362,0.17308
-162.16,-26.776,5.5279,5.442e-17,0.9129,0.021791,0.17308
-141.96,-26.65,5.5002,5.3126e-17,0.91563,0.021253,0.17308
-99.523,-26.306,5.4316,5.2229e-17,0.91822,0.020743,0.17308
-73.454,-26.31,5.4349,5.299e-17,0.92068,0.020259,0.17308
-54.764,-26.315,5.4324,5.2079e-17,0.92302,0.019798,0.17308
-27.71,-25.93,5.5535,5.2421e-17,0.92742,0.018931,0.17308
50.189,-25.114,5.4178,5.2479e-17,0.93151,0.018117,0.17308
132.46,-24.569,5.2988,5.1687e-17,0.93541,0.017328,0.17308
267,-23.794,5.1366,4.7939e-17,0.94553,0.015165,0.17308
315.99,-23.898,5.1537,5.0601e-17,0.95081,0.013962,0.17308
432.79,-21.662,5.2032,4.6749e-17,0.95637,0.01264,0.17308
549.94,-20.952,5.0403,4.6981e-17,0.96223,0.011195,0.17308
667.76,-20.298,4.8837,4.3811e-17,0.96827,0.00965,0.17308
720.51,-18.518,5.4417,7.5453e-17,0.97434,0.008047,0.17308
978.85,-16.53,4.8867,5.6443e-17,0.98023,0.006438,0.17308
1132.7,-10.331,3.1377,3.6441e-17,0.9844,0.005266,0.17308
1199.5,-6.9847,2.3048,2.4886e-17,0.98825,0.004152,0.17308
1332.1,-3.1579,1.04,1.3026e-17,0.99003,0.003626,0.17308
1332.1,-3.1579,1.04,1.3026e-17,0.99169,0.003124,0.17308
1402.5,-2.062,0.67888,9.1806e-18,0.99323,0.00265,0.17308
1447,-1.4332,0.45712,5.7087e-18,0.99464,0.002206,0.17308
1506.6,-1.3905,0.41503,3.8195e-18,0.99589,0.001795,0.17308
1506.6,-1.3905,0.41503,3.8195e-18,0.997,0.001419,0.17308
1506.6,-1.3905,0.41503,3.8195e-18,0.99794,0.001081,0.17308
1506.6,-1.3905,0.41503,3.8195e-18,0.99871,0.000782,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.9993,0.000524,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.99972,0.000307,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.99986,0.000215,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.99995,0.000133,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,1,6.1e-05,0.17308
1560.2,-0.98093,0.32321,3.9418e-18,0.99972,-0.000121,0.18462
1560.2,-0.98093,0.32321,3.9418e-18,0.99953,-0.000141,0.18462
1560.2,-0.98093,0.32321,3.9418e-18,0.99902,-0.000153,0.18462
1506.6,-1.3905,0.41503,3.8195e-18,0.99833,-0.000127,0.18462
1506.6,-1.3905,0.41503,3.8195e-18,0.99745,-6.7e-05,0.18462
1506.6,-1.3905,0.41503,3.8195e-18,0.99641,2.6e-05,0.18462
1447,-1.4332,0.45712,5.7087e-18,0.99521,0.000147,0.18462
1447,-1.4332,0.45712,5.7087e-18,0.99385,0.000294,0.18462
1402.5,-2.062,0.67888,9.1806e-18,0.99234,0.000463,0.18462
1332.1,-3.1579,1.04,1.3026e-17,0.99069,0.000652,0.18462
1270.5,-4.8988,1.6401,1.9379e-17,0.98891,0.000855,0.18462
1199.5,-6.9847,2.3048,2.4886e-17,0.98701,0.00107,0.18462
1132.7,-10.331,3.1377,3.6441e-17,0.98291,0.00152,0.18462
978.85,-16.53,4.8867,5.6443e-17,0.97845,0.001973,0.18462
2671.9,-27.716,1.9428,8.5853e-17,0.97212,0.002535,0.18462
2809.8,-24.87,1.425,7.7042e-17,0.96553,0.003005,0.18462
2749.5,-25.354,0.76078,6.0046e-17,0.95885,0.003359,0.18462
2765.6,-25.224,0.75347,7.0979e-17,0.95222,0.003602,0.18462
2799.9,-24.773,0.73921,7.8984e-17,0.94572,0.003754,0.18462
2866.6,-22.268,0.034147,6.6117e-17,0.9394,0.00384,0.18462
2813.1,-23.138,-0.15141,6.2594e-17,0.93326,0.00388,0.18462
2796.3,-23.407,-0.15562,7.0583e-17,0.92727,0.003887,0.18462
